shipment_id,pharma_class_id,product_name,weight_kg,origin_id,destination_id,distance_km,primary_transport_mode,transit_duration_hours,num_handovers,max_ambient_temp_c_expected,min_ambient_temp_c_expected,season,geopolitical_risk_score,carrier_reliability_score,packaging_type_used,packaging_autonomy_hours,temperature_excursion
SHP-05143,crt,Omeprazole 20mg,1684.8,sao_paulo_gru,shanghai,18628.3,sea,820.4,2,17.4,7.2,Winter,4.61,0.603,active,230.8,0
SHP-05144,crt,Ibuprofen 400mg,1875.1,frankfurt_airport,le_havre,610.1,road,14.3,0,26.0,15.5,Summer,0.0,0.883,passive,55.5,0
SHP-05145,frozen,Zoster Vaccine (Shingrix),759.3,rotterdam,kaohsiung,9685.1,sea,403.6,2,31.0,21.4,Spring,1.92,0.685,active,181.8,1
SHP-05146,cool,Insulin Glargine,136.3,los_angeles_lax,sydney,12061.0,sea,519.4,2,28.6,22.1,Summer,1.17,0.861,active,148.2,1
SHP-05147,crt,Omeprazole 20mg,103.7,busan,antwerp,8995.2,sea,412.7,2,1.1,-7.6,Winter,2.2,0.894,active,175.2,0
SHP-05148,cool,Trastuzumab (Herceptin),10.0,singapore,frankfurt_airport,10275.0,sea,456.3,3,12.2,1.1,Autumn,4.09,0.99,active,191.1,1
SHP-05149,crt,Ibuprofen 400mg,50.3,port_klang,sao_paulo_gru,15872.8,sea,665.8,3,30.6,22.5,Winter,6.48,0.663,active,234.4,0
SHP-05150,cool,Trastuzumab (Herceptin),295.0,schiphol,rotterdam,63.2,road,4.6,1,8.2,0.9,Spring,0.0,0.897,passive,69.4,0
SHP-05151,frozen,Oncology Prep KX-7,397.9,sao_paulo_gru,dubai_airport,12217.1,sea,537.2,1,13.8,2.0,Winter,5.12,0.767,active,143.2,1
SHP-05152,crt,Atorvastatin 20mg,166.1,hamburg,los_angeles_lax,9090.4,sea,431.2,1,16.0,5.9,Winter,0.0,0.987,active,222.1,0
SHP-05153,crt,Aspirin 500mg,21.7,brussels,mumbai,6892.2,sea,348.3,1,33.7,26.9,Spring,4.12,0.637,active,203.9,1
SHP-05154,crt,Aspirin 500mg,198.4,frankfurt_airport,los_angeles,9333.9,sea,407.2,1,26.1,19.3,Spring,1.59,0.781,active,163.4,1
SHP-05155,crt,Omeprazole 20mg,14.3,sydney,hong_kong,7385.0,sea,384.9,3,34.6,24.7,Summer,2.54,0.742,active,195.7,0
SHP-05156,cool,Insulin Glargine,454.2,houston,bangkok,14890.7,sea,605.8,2,36.0,25.8,Autumn,5.74,0.795,active,142.1,1
SHP-05157,crt,Aspirin 500mg,701.7,shanghai,antwerp,9061.4,sea,407.4,2,28.0,17.8,Summer,7.66,0.822,active,172.3,0
SHP-05158,frozen,Varicella Vaccine,22.0,dubai_port,doha_port,350.1,road,11.9,1,31.2,20.7,Summer,1.17,0.788,passive,63.1,0
SHP-05159,crt,Amoxicillin 500mg,101.0,singapore,doha_airport,6195.0,rail,82.6,1,14.5,2.6,Winter,3.97,0.921,active,231.0,0
SHP-05160,cool,Bevacizumab (Avastin),100.0,hamburg,lyon,937.8,road,18.7,0,2.7,-8.5,Winter,0.83,0.973,passive,69.6,0
SHP-05161,crt,Lisinopril 10mg,2000.0,cologne_airport,hong_kong,9213.3,sea,419.5,2,29.2,19.4,Spring,3.95,0.844,active,178.5,0
SHP-05162,cool,Trastuzumab (Herceptin),106.7,sydney,shanghai,7802.7,sea,384.6,2,19.3,9.4,Spring,5.63,0.685,active,197.5,0
SHP-05163,crt,Lisinopril 10mg,63.5,new_york,le_havre,5674.0,sea,279.2,2,24.4,17.9,Summer,0.56,0.953,active,149.7,0
SHP-05164,crt,Amoxicillin 500mg,49.5,sao_paulo_gru,antwerp,9680.1,sea,408.2,3,4.0,-2.6,Winter,6.58,0.649,active,195.3,0
SHP-05165,cool,Bevacizumab (Avastin),2000.0,rotterdam,frankfurt_airport,380.7,road,8.3,1,24.4,16.9,Summer,2.05,0.94,passive,51.7,0
SHP-05166,cool,Hepatitis B Vaccine,171.7,hamburg,singapore,10153.5,sea,447.6,2,27.9,17.5,Winter,0.06,0.865,active,147.8,0
SHP-05167,crt,Atorvastatin 20mg,527.7,port_klang,lyon,10269.9,sea,484.8,2,6.4,-1.1,Winter,2.86,0.784,active,153.5,1
SHP-05168,crt,Amoxicillin 500mg,126.7,marseille,doha_port,4679.0,sea,240.6,1,17.8,9.0,Winter,4.81,0.809,active,165.5,0
SHP-05169,crt,Omeprazole 20mg,252.5,dubai_airport,shanghai,6485.4,rail,87.1,1,25.1,13.5,Spring,4.03,0.767,active,212.6,1
SHP-05170,cool,Trastuzumab (Herceptin),75.1,le_havre,mumbai,7188.8,sea,325.4,2,30.9,20.2,Autumn,5.73,0.656,active,197.4,0
SHP-05171,crt,Ibuprofen 400mg,437.3,tokyo_narita,marseille,10126.9,sea,431.9,1,13.8,2.8,Spring,6.1,0.902,active,156.7,0
SHP-05172,crt,Paracetamol 1g,499.0,kaohsiung,busan,1628.3,sea,96.5,3,28.7,21.7,Summer,3.7,0.952,active,184.3,0
SHP-05173,crt,Ibuprofen 400mg,19.9,bangkok,busan,3699.6,rail,64.6,2,24.2,14.4,Spring,4.32,0.661,active,153.9,0
SHP-05174,cool,Trastuzumab (Herceptin),88.3,los_angeles,new_york,3938.8,sea,153.9,1,20.6,14.3,Spring,2.96,0.893,active,159.7,1
SHP-05175,cool,Influenza Vaccine,174.4,shanghai,doha_port,6847.0,sea,314.3,2,25.2,18.6,Autumn,5.44,0.715,active,161.6,0
SHP-05176,crt,Atorvastatin 20mg,33.4,busan,marseille,9615.2,sea,498.8,2,9.5,-1.8,Spring,1.49,0.809,active,186.1,0
SHP-05177,crt,Metformin 850mg,236.5,rotterdam,antwerp,74.4,road,2.0,0,8.9,-0.7,Autumn,0.0,0.81,passive,51.2,0
SHP-05178,crt,Ibuprofen 400mg,2000.0,sydney,dubai_port,12056.0,sea,498.2,2,17.0,10.1,Spring,4.83,0.852,active,201.0,0
SHP-05179,cool,Hepatitis B Vaccine,2000.0,sao_paulo_gru,frankfurt_airport,9798.1,air,42.7,2,3.0,-4.9,Winter,4.77,0.722,passive,51.2,0
SHP-05180,crt,Aspirin 500mg,2000.0,kaohsiung,schiphol,9622.2,sea,452.6,3,1.9,-7.7,Winter,3.43,0.837,active,161.9,0
SHP-05181,cool,Trastuzumab (Herceptin),18.9,singapore,frankfurt_airport,10275.0,sea,416.1,2,25.0,18.2,Summer,2.02,0.87,active,122.5,1
SHP-05182,crt,Omeprazole 20mg,60.6,shanghai,sao_paulo_gru,18628.3,sea,787.1,2,34.8,25.6,Summer,7.81,0.727,active,184.5,0
SHP-05183,cool,Trastuzumab (Herceptin),188.6,dubai_port,tokyo_narita,8021.2,rail,117.1,1,25.6,19.1,Spring,6.32,0.866,active,183.8,0
SHP-05184,crt,Atorvastatin 20mg,1950.1,shanghai,tokyo_narita,1794.1,rail,28.6,2,17.8,10.7,Autumn,7.14,0.857,passive,55.6,0
SHP-05185,cool,Bevacizumab (Avastin),24.2,hong_kong,houston,13427.3,sea,586.9,1,30.4,24.4,Summer,5.78,0.803,active,199.5,1
SHP-05186,cool,Bevacizumab (Avastin),1148.1,mumbai,hamburg,6554.0,sea,285.6,3,15.6,9.3,Spring,5.86,0.743,active,130.6,1
SHP-05187,crt,Amoxicillin 500mg,359.8,rotterdam,dubai_airport,5205.5,sea,278.5,2,16.0,6.2,Spring,4.68,0.892,active,208.5,0
SHP-05188,ultracold,mRNA COVID-19 Vaccine,269.1,rotterdam,kaohsiung,9685.1,sea,450.6,1,33.6,22.1,Spring,3.73,0.885,active,213.9,0
SHP-05189,cool,Insulin Glargine,68.2,antwerp,rotterdam,74.4,road,5.3,1,21.7,13.1,Spring,0.12,0.99,passive,50.3,0
SHP-05190,cool,Influenza Vaccine,274.6,cologne_airport,memphis,7515.0,sea,347.0,2,24.8,15.0,Spring,3.95,0.803,active,185.0,0
SHP-05191,crt,Aspirin 500mg,48.9,schiphol,shanghai,8971.9,sea,441.8,1,20.5,12.8,Spring,3.33,0.661,active,169.6,0
SHP-05192,crt,Paracetamol 1g,968.7,dubai_airport,rotterdam,5205.5,sea,217.1,3,23.7,12.0,Summer,2.62,0.902,active,209.3,0
SHP-05193,crt,Amoxicillin 500mg,113.3,madrid,los_angeles_lax,9382.0,sea,444.0,3,25.3,19.2,Autumn,2.54,0.79,active,221.8,0
SHP-05194,frozen,Varicella Vaccine,359.3,schiphol,jfk_airport,5847.6,sea,274.3,1,2.9,-7.3,Winter,2.62,0.875,active,155.5,0
SHP-05195,crt,Paracetamol 1g,272.6,le_havre,los_angeles_lax,8937.5,sea,396.5,3,17.9,9.9,Spring,5.38,0.855,active,219.6,1
SHP-05196,cool,Hepatitis B Vaccine,15.5,bangkok,cologne_airport,9080.5,rail,115.8,2,23.2,16.5,Summer,3.47,0.772,active,196.0,1
SHP-05197,crt,Aspirin 500mg,247.4,frankfurt_airport,port_klang,9948.6,sea,447.2,1,32.0,22.8,Autumn,4.05,0.783,active,149.3,0
SHP-05198,cool,Influenza Vaccine,429.9,le_havre,mumbai,7188.8,sea,369.4,1,36.0,26.8,Summer,3.6,0.644,active,183.1,1
SHP-05199,frozen,Varicella Vaccine,94.4,los_angeles_lax,dubai_port,13426.6,sea,585.9,2,25.0,17.6,Autumn,2.75,0.916,active,166.4,0
SHP-05200,crt,Atorvastatin 20mg,377.6,shanghai,hong_kong,1213.8,road,20.4,0,32.5,21.1,Autumn,3.76,0.766,passive,51.7,0
SHP-05201,cool,Influenza Vaccine,616.9,los_angeles,singapore,14144.5,sea,582.0,3,30.2,19.7,Winter,2.21,0.868,active,170.3,1
SHP-05202,frozen,Varicella Vaccine,1528.5,le_havre,doha_airport,5153.7,sea,257.0,1,27.8,18.6,Summer,4.0,0.849,active,124.9,0
SHP-05203,crt,Amoxicillin 500mg,23.1,dubai_port,port_klang,5516.6,sea,244.5,3,35.7,29.2,Summer,3.8,0.729,active,160.6,1
SHP-05204,crt,Aspirin 500mg,167.4,doha_port,sydney,12364.3,sea,537.5,3,30.9,20.9,Summer,3.67,0.823,active,181.5,1
SHP-05205,cool,Influenza Vaccine,841.2,antwerp,port_klang,10226.4,sea,468.8,1,29.3,18.9,Autumn,2.56,0.82,active,187.0,1
SHP-05206,crt,Metformin 850mg,88.4,bangkok,doha_port,5280.3,rail,73.3,1,25.8,18.6,Spring,4.38,0.744,active,199.7,0
SHP-05207,cool,Trastuzumab (Herceptin),10.0,houston,singapore,16017.1,sea,716.5,2,29.1,19.8,Winter,2.93,0.787,active,129.1,0
SHP-05208,crt,Lisinopril 10mg,1111.9,doha_port,hamburg,4677.0,sea,193.6,1,14.7,3.8,Spring,3.08,0.79,active,232.2,0
SHP-05209,frozen,Varicella Vaccine,149.7,madrid,dubai_airport,5660.9,sea,291.7,2,27.5,20.2,Summer,3.52,0.819,active,176.6,0
SHP-05210,frozen,Oncology Prep KX-7,369.9,shanghai,dubai_airport,6485.4,rail,91.7,1,15.7,8.4,Winter,2.28,0.851,passive,117.1,0
SHP-05211,crt,Metformin 850mg,17.9,sao_paulo_gru,hamburg,10121.8,sea,473.4,1,13.6,2.3,Autumn,4.28,0.744,active,148.3,0
SHP-05212,crt,Atorvastatin 20mg,139.1,dubai_airport,frankfurt_airport,4843.9,sea,205.3,3,26.3,17.5,Summer,5.45,0.817,active,195.4,0
SHP-05213,crt,Amoxicillin 500mg,403.9,schiphol,rotterdam,63.2,road,3.3,1,14.1,2.6,Autumn,0.0,0.905,passive,55.3,0
SHP-05214,crt,Aspirin 500mg,311.9,shanghai,brussels,9097.3,sea,446.6,2,5.8,-5.5,Winter,2.7,0.697,active,219.9,0
SHP-05215,crt,Metformin 850mg,87.8,doha_port,houston,12974.0,sea,625.0,1,17.1,8.0,Autumn,4.53,0.833,active,197.9,1
SHP-05216,cool,Influenza Vaccine,150.3,kaohsiung,sydney,7083.2,sea,313.2,1,28.5,16.9,Summer,3.17,0.874,active,191.2,0
SHP-05217,cool,Trastuzumab (Herceptin),473.6,antwerp,memphis,7321.8,sea,389.7,1,24.5,14.3,Spring,2.75,0.792,active,145.9,0
SHP-05218,cool,Trastuzumab (Herceptin),192.9,schiphol,singapore,10509.7,sea,454.3,3,32.2,25.1,Autumn,0.61,0.99,active,140.0,1
SHP-05219,crt,Aspirin 500mg,131.6,jfk_airport,dubai_airport,11001.3,air,26.6,1,22.7,16.3,Autumn,3.43,0.912,none,0.0,0
SHP-05220,cool,Bevacizumab (Avastin),431.7,busan,hong_kong,2027.1,sea,144.8,2,31.0,24.5,Autumn,3.64,0.886,active,186.6,0
SHP-05221,crt,Metformin 850mg,138.1,doha_port,doha_airport,27.0,road,5.6,0,24.3,17.9,Spring,0.46,0.767,none,0.0,0
SHP-05222,crt,Paracetamol 1g,1300.7,shanghai,bangkok,2882.2,rail,45.1,1,33.6,24.7,Autumn,4.48,0.742,passive,69.4,0
SHP-05223,crt,Metformin 850mg,101.9,kaohsiung,schiphol,9622.2,sea,435.1,3,23.4,17.0,Summer,4.33,0.761,active,190.5,0
SHP-05224,crt,Metformin 850mg,336.6,frankfurt_airport,los_angeles,9333.9,sea,397.1,1,23.9,12.9,Spring,2.79,0.848,active,159.6,0
SHP-05225,crt,Metformin 850mg,2000.0,frankfurt_airport,los_angeles_lax,9321.3,sea,440.0,3,23.9,14.2,Spring,2.7,0.886,active,145.7,0
SHP-05226,cool,Adalimumab (Humira),504.0,port_klang,schiphol,10187.6,sea,474.9,3,3.1,-6.5,Winter,2.96,0.788,active,144.6,0
SHP-05227,crt,Omeprazole 20mg,30.8,hamburg,dubai_airport,4885.9,sea,264.6,2,18.6,7.7,Autumn,5.42,0.793,active,145.6,0
SHP-05228,crt,Lisinopril 10mg,423.5,mumbai,doha_port,2301.2,rail,42.1,2,20.8,11.4,Spring,6.55,0.799,passive,57.5,1
SHP-05229,crt,Metformin 850mg,82.2,doha_airport,busan,7340.4,rail,92.2,2,28.7,19.5,Summer,1.34,0.818,active,208.1,0
SHP-05230,crt,Aspirin 500mg,118.8,tokyo_narita,sao_paulo_gru,18493.3,sea,778.7,1,33.3,21.9,Autumn,6.13,0.743,active,200.2,0
SHP-05231,crt,Ibuprofen 400mg,438.3,schiphol,jfk_airport,5847.6,sea,275.2,2,5.0,-1.0,Winter,1.71,0.839,active,151.6,0
SHP-05232,crt,Metformin 850mg,11.2,schiphol,los_angeles_lax,8956.1,sea,391.7,2,28.2,19.7,Summer,1.09,0.802,active,219.2,0
SHP-05233,crt,Omeprazole 20mg,101.8,port_klang,tokyo_narita,5418.6,rail,64.3,1,27.8,15.9,Summer,4.7,0.794,active,150.9,0
SHP-05234,ultracold,Gene Therapy AAV-9,90.9,jfk_airport,port_klang,15137.5,sea,638.4,3,33.3,25.4,Spring,1.96,0.786,active,195.3,1
SHP-05235,cool,Hepatitis B Vaccine,403.5,los_angeles_lax,busan,9620.7,sea,425.3,1,14.2,3.5,Winter,4.13,0.793,active,121.5,0
SHP-05236,crt,Amoxicillin 500mg,147.0,dubai_port,cologne_airport,4968.2,sea,268.0,1,21.2,14.1,Autumn,3.84,0.907,active,211.6,0
SHP-05237,frozen,Zoster Vaccine (Shingrix),881.4,mumbai,los_angeles_lax,14011.9,sea,564.9,1,29.5,17.9,Summer,4.91,0.625,active,172.3,1
SHP-05238,cool,Bevacizumab (Avastin),165.8,hamburg,doha_port,4677.0,sea,210.2,2,29.1,19.9,Summer,0.0,0.99,active,151.5,0
SHP-05239,ultracold,mRNA COVID-19 Vaccine,157.6,le_havre,singapore,10884.6,sea,515.3,2,29.5,18.9,Winter,2.67,0.96,active,175.6,1
SHP-05240,crt,Paracetamol 1g,92.2,singapore,frankfurt_airport,10275.0,sea,467.6,3,25.3,18.9,Summer,1.98,0.904,active,214.7,0
SHP-05241,cool,Insulin Glargine,167.2,mumbai,doha_port,2301.2,sea,102.3,3,13.5,1.8,Winter,4.3,0.704,active,149.3,1
SHP-05242,crt,Metformin 850mg,10.0,rotterdam,doha_airport,4956.7,sea,223.0,1,18.2,11.2,Spring,5.24,0.921,active,164.1,0
SHP-05243,cool,Influenza Vaccine,84.2,brussels,marseille,828.0,road,14.2,1,0.3,-8.4,Winter,1.05,0.851,passive,57.8,0
SHP-05244,cool,Adalimumab (Humira),1574.9,rotterdam,hamburg,431.4,road,8.6,1,20.9,14.4,Spring,4.44,0.954,passive,64.1,0
SHP-05245,cool,Influenza Vaccine,38.8,kaohsiung,frankfurt_airport,9532.1,sea,453.0,1,5.8,-1.4,Spring,2.22,0.937,active,135.4,0
SHP-05246,crt,Omeprazole 20mg,393.0,marseille,doha_airport,4664.4,sea,230.9,3,16.3,8.6,Winter,3.11,0.792,active,223.2,1
SHP-05247,crt,Paracetamol 1g,136.2,doha_airport,rotterdam,4956.7,sea,251.9,2,23.5,17.3,Summer,3.88,0.761,active,195.4,0
SHP-05248,cool,Influenza Vaccine,412.3,sao_paulo_gru,schiphol,9775.3,sea,444.4,2,8.7,-0.9,Spring,5.77,0.711,active,191.0,1
SHP-05249,crt,Amoxicillin 500mg,108.5,singapore,frankfurt_airport,10275.0,sea,474.2,3,3.6,-4.4,Winter,0.14,0.857,active,219.3,0
SHP-05250,crt,Lisinopril 10mg,10.8,los_angeles,singapore,14144.5,sea,596.7,3,34.5,27.9,Summer,2.05,0.845,active,229.6,0
SHP-05251,cool,Insulin Glargine,33.7,port_klang,dubai_port,5516.6,sea,251.6,2,28.9,20.8,Summer,4.49,0.881,active,130.0,1
SHP-05252,crt,Aspirin 500mg,2000.0,port_klang,le_havre,10558.5,sea,452.3,1,14.4,6.5,Spring,3.42,0.88,active,161.0,0
SHP-05253,crt,Omeprazole 20mg,267.6,tokyo_narita,hamburg,9003.2,sea,420.8,3,25.2,19.0,Summer,3.29,0.953,active,169.3,0
SHP-05254,cool,Bevacizumab (Avastin),569.5,los_angeles_lax,antwerp,9016.4,sea,428.4,3,8.9,1.6,Autumn,6.18,0.864,active,159.2,0
SHP-05255,cool,Trastuzumab (Herceptin),52.9,los_angeles_lax,doha_port,13372.9,sea,605.6,2,19.5,10.3,Spring,0.97,0.738,active,136.7,1
SHP-05256,cool,Adalimumab (Humira),629.8,memphis,dubai_port,12392.4,sea,559.8,3,15.6,5.2,Winter,3.92,0.882,active,173.6,0
SHP-05257,crt,Paracetamol 1g,2000.0,mumbai,madrid,7546.4,sea,334.7,2,8.5,-1.2,Spring,6.48,0.747,active,205.7,0
SHP-05258,cool,Bevacizumab (Avastin),183.9,dubai_port,los_angeles,13447.2,sea,642.7,2,22.4,11.3,Autumn,3.27,0.899,active,127.5,1
SHP-05259,cool,Adalimumab (Humira),12.7,sydney,frankfurt_airport,16496.9,sea,691.8,2,1.1,-10.4,Winter,0.0,0.927,active,140.6,0
SHP-05260,crt,Paracetamol 1g,128.2,dubai_airport,sao_paulo_gru,12217.1,air,38.2,2,32.4,26.0,Autumn,6.44,0.681,passive,57.1,0
SHP-05261,crt,Metformin 850mg,72.9,antwerp,busan,8995.2,sea,357.9,3,22.0,14.2,Autumn,1.26,0.835,active,212.4,0
SHP-05262,cool,Hepatitis B Vaccine,348.7,port_klang,shanghai,3768.0,sea,224.3,1,23.2,12.3,Spring,3.4,0.785,active,185.8,1
SHP-05263,crt,Amoxicillin 500mg,115.3,marseille,kaohsiung,10161.0,sea,419.2,3,29.1,22.5,Winter,4.09,0.898,active,200.6,0
SHP-05264,frozen,Oncology Prep KX-7,1636.4,antwerp,dubai_port,5166.2,sea,254.5,1,15.9,8.7,Winter,4.5,0.918,active,139.5,0
SHP-05265,cool,Adalimumab (Humira),1279.5,mumbai,singapore,3896.2,sea,185.8,2,31.0,24.8,Autumn,4.17,0.741,active,153.1,0
SHP-05266,crt,Omeprazole 20mg,141.3,new_york,los_angeles_lax,3941.2,rail,52.4,2,12.3,3.8,Winter,2.6,0.847,active,194.3,0
SHP-05267,frozen,Oncology Prep KX-7,1903.0,shanghai,rotterdam,9035.1,sea,425.3,1,16.4,6.6,Spring,4.79,0.726,active,156.4,1
SHP-05268,crt,Lisinopril 10mg,79.5,hong_kong,frankfurt_airport,9164.4,sea,413.3,1,1.8,-5.5,Winter,2.34,0.815,active,171.9,1
SHP-05269,crt,Metformin 850mg,140.9,port_klang,sydney,6636.0,sea,358.7,1,29.0,17.3,Summer,3.88,0.869,active,174.1,0
SHP-05270,crt,Aspirin 500mg,39.4,port_klang,frankfurt_airport,9948.6,sea,444.9,1,8.5,-3.3,Autumn,2.35,0.675,active,144.2,0
SHP-05271,crt,Atorvastatin 20mg,158.7,marseille,madrid,784.6,road,14.3,1,3.2,-7.6,Winter,3.28,0.861,passive,52.5,0
SHP-05272,frozen,Plasma-Derived Factor VIII,431.8,doha_airport,port_klang,5857.3,rail,71.4,2,31.2,21.6,Autumn,1.67,0.786,passive,107.0,0
SHP-05273,frozen,Plasma-Derived Factor VIII,96.4,hamburg,port_klang,9833.1,sea,422.3,2,32.8,25.7,Spring,3.73,0.776,active,126.5,1
SHP-05274,crt,Omeprazole 20mg,927.4,shanghai,marseille,9595.9,sea,423.4,1,23.3,15.8,Summer,6.66,0.77,active,226.8,0
SHP-05275,cool,Bevacizumab (Avastin),195.3,sao_paulo_gru,antwerp,9680.1,sea,453.9,1,3.2,-4.0,Winter,4.71,0.693,active,191.6,0
SHP-05276,ultracold,mRNA Influenza Vaccine NG,20.2,rotterdam,frankfurt_airport,380.7,road,4.7,1,24.9,16.0,Summer,4.16,0.871,passive,35.3,1
SHP-05277,crt,Amoxicillin 500mg,267.8,doha_port,dubai_airport,381.4,road,9.1,1,15.3,4.9,Winter,3.09,0.84,passive,50.2,0
SHP-05278,crt,Metformin 850mg,747.4,los_angeles,bangkok,13315.8,sea,601.4,3,27.0,16.6,Winter,2.58,0.706,active,181.0,0
SHP-05279,crt,Omeprazole 20mg,328.5,dubai_airport,tokyo_narita,7979.2,rail,103.7,2,17.0,10.9,Winter,4.13,0.844,active,233.4,0
SHP-05280,crt,Aspirin 500mg,26.3,lyon,houston,8404.4,sea,369.1,3,29.1,17.8,Summer,4.55,0.777,active,185.3,1
SHP-05281,frozen,Plasma-Derived Factor VIII,77.1,rotterdam,mumbai,6922.1,sea,345.9,2,28.3,18.7,Spring,2.72,0.698,active,188.9,1
SHP-05282,crt,Aspirin 500mg,1019.3,busan,schiphol,8897.5,sea,384.6,3,20.6,13.7,Autumn,0.96,0.808,active,217.3,1
SHP-05283,crt,Aspirin 500mg,131.1,antwerp,jfk_airport,5863.0,sea,267.9,2,3.3,-7.9,Winter,0.77,0.914,active,209.4,0
SHP-05284,crt,Ibuprofen 400mg,369.8,mumbai,madrid,7546.4,sea,347.8,3,13.5,6.3,Spring,5.23,0.746,active,227.7,0
SHP-05285,crt,Lisinopril 10mg,196.5,kaohsiung,brussels,9736.1,sea,406.4,1,14.1,4.7,Autumn,1.44,0.827,active,219.0,0
SHP-05286,cool,Influenza Vaccine,115.7,mumbai,dubai_port,1961.1,sea,144.8,3,27.2,20.3,Summer,7.0,0.689,active,142.1,1
SHP-05287,crt,Amoxicillin 500mg,288.0,sao_paulo_gru,singapore,15974.4,sea,694.9,2,32.5,20.5,Summer,5.51,0.728,active,211.0,0
SHP-05288,cool,Adalimumab (Humira),125.6,kaohsiung,rotterdam,9685.1,sea,414.1,1,19.9,13.5,Spring,3.65,0.888,active,142.3,0
SHP-05289,cool,Adalimumab (Humira),121.5,los_angeles,dubai_airport,13420.9,sea,598.4,1,16.9,5.9,Winter,3.89,0.899,active,160.9,0
SHP-05290,crt,Lisinopril 10mg,2000.0,dubai_airport,frankfurt_airport,4843.9,sea,214.2,2,5.1,-2.4,Winter,2.78,0.824,active,196.7,0
SHP-05291,cool,Adalimumab (Humira),397.3,bangkok,rotterdam,9263.6,sea,403.6,2,3.7,-5.5,Winter,4.71,0.777,active,163.3,1
SHP-05292,cool,Bevacizumab (Avastin),1018.4,los_angeles_lax,le_havre,8937.5,sea,395.5,3,14.8,3.1,Autumn,1.76,0.817,active,154.9,0
SHP-05293,cool,Hepatitis B Vaccine,2000.0,marseille,rotterdam,951.6,road,19.9,1,23.0,16.2,Summer,1.74,0.789,passive,59.7,1
SHP-05294,crt,Ibuprofen 400mg,98.4,le_havre,rotterdam,390.3,road,15.4,1,16.1,7.6,Autumn,0.64,0.893,passive,52.4,0
SHP-05295,crt,Amoxicillin 500mg,1997.4,sydney,hong_kong,7385.0,sea,301.0,1,33.8,23.9,Spring,2.88,0.844,active,228.7,0
SHP-05296,frozen,Zoster Vaccine (Shingrix),388.7,busan,kaohsiung,1628.3,rail,20.2,1,30.4,23.8,Spring,2.43,0.825,passive,56.9,1
SHP-05297,frozen,Plasma-Derived Factor VIII,123.1,busan,sydney,8015.6,sea,382.3,1,21.8,14.6,Spring,2.7,0.873,active,194.9,1
SHP-05298,cool,Trastuzumab (Herceptin),229.3,los_angeles,frankfurt_airport,9333.9,sea,402.6,2,28.2,19.4,Summer,4.49,0.844,active,148.0,0
SHP-05299,crt,Amoxicillin 500mg,1090.8,rotterdam,frankfurt_airport,380.7,road,5.4,1,6.2,-1.9,Spring,1.84,0.927,passive,65.9,0
SHP-05300,cool,Bevacizumab (Avastin),66.2,hong_kong,tokyo_narita,2943.1,rail,47.2,1,28.2,17.1,Summer,4.82,0.907,passive,56.1,0
SHP-05301,cool,Hepatitis B Vaccine,1144.7,singapore,kaohsiung,2966.1,sea,153.4,3,33.8,24.0,Spring,1.87,0.863,active,159.8,0
SHP-05302,ultracold,mRNA COVID-19 Vaccine,88.4,shanghai,rotterdam,9035.1,sea,410.8,2,15.7,7.1,Spring,4.83,0.787,active,172.3,1
SHP-05303,crt,Amoxicillin 500mg,367.0,tokyo_narita,mumbai,6786.8,rail,96.7,2,29.1,17.4,Autumn,2.13,0.681,active,178.7,0
SHP-05304,cool,Bevacizumab (Avastin),25.2,shanghai,hamburg,8615.4,rail,118.1,1,6.7,-2.5,Spring,7.22,0.738,active,178.4,1
SHP-05305,crt,Ibuprofen 400mg,47.8,cologne_airport,rotterdam,246.2,road,6.3,1,19.3,11.2,Spring,0.36,0.915,passive,48.0,1
SHP-05306,crt,Omeprazole 20mg,386.8,le_havre,doha_airport,5153.7,sea,264.9,3,14.8,6.3,Winter,3.35,0.826,active,185.9,0
SHP-05307,cool,Bevacizumab (Avastin),24.5,singapore,dubai_airport,5835.4,rail,87.0,2,28.6,16.6,Summer,2.03,0.89,active,177.4,1
SHP-05308,frozen,Plasma-Derived Factor VIII,1197.1,rotterdam,dubai_airport,5205.5,rail,77.7,1,27.6,19.2,Summer,4.1,0.882,passive,96.8,1
SHP-05309,frozen,Zoster Vaccine (Shingrix),1822.8,cologne_airport,singapore,10366.4,sea,423.7,2,31.5,20.5,Autumn,3.83,0.909,active,168.9,1
SHP-05310,crt,Lisinopril 10mg,2000.0,port_klang,rotterdam,10241.3,sea,458.6,1,5.5,-1.0,Winter,5.03,0.809,active,192.1,0
SHP-05311,crt,Lisinopril 10mg,620.1,antwerp,hong_kong,9358.9,sea,449.0,1,34.7,27.5,Spring,3.3,0.733,active,207.5,1
SHP-05312,crt,Ibuprofen 400mg,1529.3,marseille,dubai_port,4959.4,sea,206.9,3,29.3,19.9,Summer,3.36,0.804,active,187.4,0
SHP-05313,ultracold,mRNA Influenza Vaccine NG,11.1,singapore,busan,4578.2,sea,223.0,3,19.5,13.0,Autumn,4.34,0.822,active,181.4,1
SHP-05314,cool,Trastuzumab (Herceptin),410.0,mumbai,lyon,6827.9,sea,302.2,1,21.6,9.6,Spring,5.03,0.678,active,173.9,0
SHP-05315,crt,Lisinopril 10mg,82.7,hong_kong,frankfurt_airport,9164.4,rail,127.0,1,13.1,4.0,Spring,6.26,0.845,active,203.3,0
